id;url;title;price;price_per_sqm;latitude;longitude;address;surface;rooms;heating_type;floor;rent;property_status;property_type;property form;freeFrom;sellerType;additional information;construction_year;building_type;distance_school;has_school_nearby;distance_park;has_park_nearby;distance_transport;has_transport_nearby;distance_supermarket;has_supermarket_nearby;distance_hospital;has_hospital_nearby;distance_restaurant;has_restaurant_nearby;distance_gym;has_gym_nearby;distance_mall;has_mall_nearby;accessibility_score;facility_count;accessibility_label
IDCAX5;https://www.storia.ro/ro/ofărăa/apartament-de-vanzare-cu-2-camere-balcon-parcare-si-grădină-turnisor-IDCAX5;Apartament de vanzare cu 2 camere balcon parcare si grădină Turnisor;85000.0;2429.0;45.80347889999999;24.1449997;Sibiu, Sibiu;35.0;;centrală pe gaz;parter;fără informații;gata de utilizare;locuință utilizată;drept de proprietate;2025-05-20;agenție;balcon grădină;2015;clădire de apartamente;126;1;0;0;103;1;456;1;135;1;595;1;173;1;345;1;100;7;Excellent - Everything you need within walking distance
IDDMMC;https://www.storia.ro/ro/ofărăa/apartament-iosia-IDDMMC;Apartament Iosia;85000.0;2125.0;47.0539012;21.9111265;Calea Aradului, Oradea, Bihor;40.0;;fără informații;3;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;fără informații;;;956;1;847;0;22;1;257;1;1018;1;497;1;346;1;313;1;100;7;Excellent - Everything you need within walking distance
IDDsm3;https://www.storia.ro/ro/ofărăa/apartament-cu-2-camere-si-balcon-etaj-intermediar-zona-siretului-IDDsm3;Apartament cu 2 camere si balcon etaj intermediar zona Siretului;94000.0;1843.0;45.7716474;24.126948;Valea Aurie, Sibiu, Sibiu;51.0;;centralizată;3;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;fără informații;1984;;308;1;374;1;103;1;184;1;204;1;164;1;432;1;1257;1;100;8;Excellent - Everything you need within walking distance
IDBeQp;https://www.storia.ro/ro/ofărăa/apartament-2-camere-comfără-0-IDBeQp;Apartament 2 camere, comfără 0;65000.0;1250.0;43.8152436;28.5741496;Mangalia, Constanta;52.0;;fără informații;1;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;fără informații;;;233;1;0;1;716;0;118;1;601;1;4;1;445;1;238;1;88;7;Very Good - Highly accessible location
IDCGEC;https://www.storia.ro/ro/ofărăa/rate-apartament-cu-vedere-la-mare-costineti-sirenei-residence-IDCGEC;#Rate: Apartament cu vedere la mare, Costine?ti - Sirenei Residence;57000.0;1036.0;44.1759147;28.6519359;Constanta, Constanta;55.0;;fără informații;;fără informații;în construcție;locuință nouă;drept de proprietate;fără informații;agenție;balcon;2025;bloc;570;1;0;0;88;1;248;1;408;1;170;1;270;1;0;0;100;6;Excellent - Everything you need within walking distance
IDDBLf;https://www.storia.ro/ro/ofărăa/apartament-2-camere-zona-tractorul-IDDBLf;Apartament 2 camere, zona Tractorul;179500.0;3149.0;45.6753552;25.6024488;Strada Ioan Popasu, Tractorul, Brasov, Brasov;57.0;;fără informații;8;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;fără informații;2020;;855;1;297;1;233;1;235;1;244;1;922;0;310;1;710;1;97;7;Excellent - Everything you need within walking distance
IDDu9K;https://www.storia.ro/ro/ofărăa/apartament-3-camere-65-mp-balcon-5-mp-zona-city-moon-grigorescu-IDDu9K;APARTAMENT 3 CAMERE 65 MP | BALCON 5 MP | ZONA CITY MOON GRIGORESCU;197000.0;3031.0;46.7683389;23.554953;Strada Petuniei, Grigorescu, Cluj-Napoca, Cluj;65.0;;centrală pe gaz;2;fără informații;gata de utilizare;locuință utilizată;fără informații;fără informații;agenție;balcon bucătărie  separată;1980;bloc;415;1;251;1;120;1;142;1;166;1;287;1;387;1;56;1;100;8;Excellent - Everything you need within walking distance
IDD6U7;https://www.storia.ro/ro/ofărăa/apartament-2-camere-spatioas-cu-pod-amenajabil-suprafata-utila-se-IDD6U7;Apartament 2 camere spatioas cu pod amenajabil – Suprafata utila se;143000.0;2217.0;44.4165735;26.1134601;Timpuri Noi, Sectorul 4, Bucuresti;64.5;;centralizată;1;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;balcon;1960;;312;1;130;1;14;1;94;1;475;1;680;1;515;1;445;1;100;8;Excellent - Everything you need within walking distance
IDDI7h;https://www.storia.ro/ro/ofărăa/apartament-de-vanzare-cu-2-camere-balcon-pivnita-in-vasile-aaron-sibiu-IDDI7h;Apartament de vanzare cu 2 camere balcon pivnita in Vasile Aaron Sibiu;100000.0;2041.0;45.7887802;24.1821898;Broscarăe, Sibiu, Sibiu;49.0;;fără informații;3;fără informații;fără informații;locuință nouă;fără informații;fără informații;agenție;fără informații;1986;;764;1;217;1;51;1;187;1;978;1;810;0;101;1;693;1;100;7;Excellent - Everything you need within walking distance
IDBePH;https://www.storia.ro/ro/ofărăa/apartament-3-camere-predare-iunie-2025-IDBePH;Apartament 3 camere/ Predare IUNIE 2025;125000.0;1923.0;45.7105028;25.6350595;Sanpetru, Brasov;65.0;;fără informații;parter;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;balcon terasă beci;2025;clădire de apartamente;321;1;126;1;46;1;54;1;64;1;14;1;423;1;-1;0;100;7;Excellent - Everything you need within walking distance
IDD8cD;https://www.storia.ro/ro/ofărăa/bonus-parcare-titan-pallady-metrou-nicolae-teclu-3-camere-spatios-IDD8cD;BONUS PARCARE Titan Pallady metrou Nicolae Teclu 3 Camere spatios;102293.0;1227.0;44.4081583;26.191115;Theodor Pallady, Sectorul 3, Bucuresti;83.39;;centrală pe gaz;3;fără informații;în construcție;locuință nouă;fără informații;fără informații;agenție;balcon bucătărie  separată;2025;;586;1;716;1;61;1;473;1;235;1;1165;0;885;1;835;1;100;7;Excellent - Everything you need within walking distance
IDDBLc;https://www.storia.ro/ro/ofărăa/garsoniera-de-vanzare-13-decembrie-barsov-IDDBLc;Garsoniera de vanzare 13 Decembrie Barsov;59900.0;1997.0;45.66554190000001;25.6094527;Tractorul, Brasov, Brasov;30.0;;centralizată;6;fără informații;de renovat;locuință utilizată;drept de coproprietate;fără informații;agenție;balcon bucătărie  separată;1982;bloc;230;1;388;1;12;1;728;1;1096;1;286;1;138;1;516;1;100;8;Excellent - Everything you need within walking distance
IDBIWT;https://www.storia.ro/ro/ofărăa/apartament-15-2-camere-prima-linie-cu-vedere-la-mare-costinesti-epava-IDBIWT;Apartament 15, 2 camere,prima linie cu vedere la mare,Costinesti-Epava;69999.0;1409.0;44.0353419;28.652177;Strada Faleza Portului, Costinesti, Costinesti, Constanta;49.69;;centrală pe gaz;1;fără informații;în construcție;locuință nouă;drept de proprietate;fără informații;agenție;balcon;2026;bloc;786;1;0;0;619;0;272;1;683;1;57;1;-1;0;307;1;88;5;Very Good - Highly accessible location
IDDI3Z;https://www.storia.ro/ro/ofărăa/herastrau-apartament-2-camere-de-vanzare-IDDI3Z;HERASTRAU | APARTAMENT 2 CAMERE DE VANZARE;240000.0;5217.0;44.4751797;26.0813026;Herastrau, Sectorul 1, Bucuresti;46.0;;centrală pe gaz;parter;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;terasă bucătărie  separată;2021;bloc;692;1;287;1;563;0;865;1;702;1;292;1;532;1;1206;1;93;7;Excellent - Everything you need within walking distance
IDDzQq;https://www.storia.ro/ro/ofărăa/apartament-cu-3-camere-si-pod-zona-brana-selimbar-judet-sibiu-IDDzQq;Apartament cu 3 camere si pod zona Brana Selimbar judet Sibiu;109000.0;1758.0;45.7673975;24.1957933;Selimbar, Selimbar, Sibiu;62.0;;centralizată;3;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;fără informații;2008;;33;1;998;0;354;1;35;1;935;1;239;1;1016;0;1277;1;97;6;Excellent - Everything you need within walking distance
IDBePl;https://www.storia.ro/ro/ofărăa/apartament-2-camere-in-centru-IDBePl;Apartament 2 camere in centru;179000.0;3978.0;46.7698428;23.5888673;Centru, Cluj-Napoca, Cluj;45.0;;fără informații;;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;fără informații;;;274;1;170;1;135;1;138;1;366;1;252;1;139;1;255;1;100;8;Excellent - Everything you need within walking distance
IDD8cA;https://www.storia.ro/ro/ofărăa/apartament-3-camere-calea-sagului-ofărăa-IDD8cA;Apartament 3 camere - Calea Sagului - OfărăA !;87000.0;1554.0;45.7413102;21.2254648;Elisabetin, Timisoara, Timis;56.0;;centralizată;9;fără informații;gata de utilizare;locuință utilizată;fără informații;fără informații;agenție;balcon;;bloc;304;1;351;1;468;1;59;1;395;1;59;1;48;1;405;1;93;8;Excellent - Everything you need within walking distance
IDDBL2;https://www.storia.ro/ro/ofărăa/apartament-4-camere-13-septembrie-100m-hol-h-IDDBL2;Apartament 4 camere 13 Septembrie 100m hol H;170000.0;1809.0;44.4062079;26.0670092;Strada Serg. Maj. Ion Nedeleanu, Rahova, Sectorul 5, Bucuresti;94.0;;fără informații;7;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;balcon;;clădire de apartamente;20;1;320;1;183;1;535;1;837;1;592;1;403;1;268;1;100;8;Excellent - Everything you need within walking distance
IDDAZQ;https://www.storia.ro/ro/ofărăa/apartament-de-vanzare-3-camere-terasă-garaj-IDDAZQ;Apartament de vanzare 3 camere terasă garaj;279780.0;4176.0;46.7827681;23.5887528;Strada Craiova, Centru, Cluj-Napoca, Cluj;67.0;;fără informații;4;fără informații;fără informații;locuință nouă;fără informații;fără informații;agenție;fără informații;2024;;427;1;143;1;122;1;202;1;138;1;589;1;203;1;274;1;100;8;Excellent - Everything you need within walking distance
IDCw8h;https://www.storia.ro/ro/ofărăa/apartament-2-camere-discount-de-la-4000-euro-pt-avans-50-metalurgiei-IDCw8h;Apartament 2 camere discount de la 4000 euro pt avans 50% Metalurgiei;70786.0;1015.0;44.3670339;26.1394839;IMGB, Sectorul 4, Bucuresti;69.75;;centralizată;2;fără informații;în construcție;locuință nouă;fără informații;2026-08-15;dezvoltator;balcon;2024;clădire de apartamente;307;1;318;1;343;1;443;1;382;1;354;1;446;1;830;1;97;8;Excellent - Everything you need within walking distance
IDDI7g;https://www.storia.ro/ro/ofărăa/apartament-3-camere-situat-in-zona-coiciu-IDDI7g;Apartament 3 camere situat in zona COICIU;199800.0;2311.0;44.18332909999999;28.6259739;Coiciu, Constanta, Constanta;86.46;;centralizată;4;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;balcon;2014;;484;1;346;1;3;1;858;1;646;1;666;1;51;1;375;1;100;8;Excellent - Everything you need within walking distance
IDBeP3;https://www.storia.ro/ro/ofărăa/apartament-cu-3-dormitoare-ultracentralăstr-republicii-IDBeP3;Apartament cu 3 dormitoare, ultracentrală Str. Republicii;135000.0;1055.0;47.061204;21.9346709;Olosig, Oradea, Bihor;128.0;;centrală pe gaz;2;fără informații;gata de utilizare;locuință utilizată;drept de proprietate;fără informații;agenție;garaj beci bucătărie  separată scară interioară debara;;bloc;346;1;382;1;303;1;269;1;185;1;93;1;266;1;234;1;97;8;Excellent - Everything you need within walking distance
IDD8cz;https://www.storia.ro/ro/ofărăa/garsoniera-metrou-anghel-saligny-finisaje-moderne-IDD8cz;GARSONIERA metrou anghel saligny finisaje moderne;74000.0;2003.0;44.4081583;26.191115;Theodor Pallady, Sectorul 3, Bucuresti;36.95;;centrală pe gaz;6;fără informații;în construcție;locuință nouă;fără informații;fără informații;agenție;balcon bucătărie  separată;2025;;586;1;716;1;61;1;473;1;235;1;1165;0;885;1;835;1;100;7;Excellent - Everything you need within walking distance
IDA0tn;https://www.storia.ro/ro/ofărăa/apartament-3-camere-posatalionului-zona-brancoveanu-grand-arena-mall-IDA0tn;Apartament 3 camere,Posatalionului,zona Brancoveanu,Grand Arena Mall;112500.0;1449.0;44.3670339;26.1394839;IMGB, Sectorul 4, Bucuresti;77.65;;centrală pe gaz;parter;fără informații;în construcție;locuință nouă;drept de proprietate;fără informații;agenție;balcon bucătărie  separată;2025;bloc;307;1;318;1;343;1;443;1;382;1;354;1;446;1;830;1;97;8;Excellent - Everything you need within walking distance
IDCAVS;https://www.storia.ro/ro/ofărăa/apartament-2-camere-vanzare-barbu-vacarescu-floreasca-IDCAVS;Apartament 2 camere- vanzare - Barbu Vacarescu-Floreasca;236000.0;4140.0;44.4665307;26.1021931;Floreasca, Sectorul 2, Bucuresti;57.0;;centrală pe gaz;6;fără informații;gata de utilizare;locuință utilizată;fără informații;fără informații;agenție;balcon;2020;clădire de apartamente;250;1;230;1;655;0;259;1;1119;1;1135;0;489;1;463;1;88;6;Very Good - Highly accessible location
IDDBL1;https://www.storia.ro/ro/ofărăa/apartament-66-mp-utili-3-camere-2-bai-etaj-3-in-bloc-cu-lift-turnisor-IDDBL1;Apartament 66 mp utili 3 camere 2 bai etaj 3 in bloc cu lift Turnisor;125900.0;1908.0;45.80347889999999;24.1449997;Sibiu, Sibiu;66.0;;fără informații;3;fără informații;fără informații;locuință nouă;fără informații;fără informații;agenție;fără informații;2024;;126;1;0;0;103;1;456;1;135;1;595;1;173;1;345;1;100;7;Excellent - Everything you need within walking distance
IDDI7b;https://www.storia.ro/ro/ofărăa/apartament-2cam-la-350-metri-de-plaj-in-mamaia-sat-IDDI7b;Apartament 2cam la 350 metri de plaj? in Mamaia-Sat;77000.0;1925.0;44.2947132;28.6200654;Strada D21, Navodari, Constanta;40.0;;centrală pe gaz;2;fără informații;gata de utilizare;locuință utilizată;fără informații;fără informații;privat;balcon;2021;bloc;641;1;774;1;1403;0;642;1;2662;0;214;1;2762;0;1683;1;58;5;Average - Reasonable access to amenities
IDBeNR;https://www.storia.ro/ro/ofărăa/apartament-o-camera-bloc-de-apartamente-nicolina-IDBeNR;Apartament o camera - bloc de apartamente, Nicolina;64900.0;1854.0;47.1430734;27.5745968;Nicolina 1, Iasi, Iasi;35.0;;centrală pe gaz;4;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;balcon bucătărie  separată;1982;;369;1;242;1;154;1;226;1;518;1;509;1;442;1;378;1;100;8;Excellent - Everything you need within walking distance
IDDMMB;https://www.storia.ro/ro/ofărăa/studio-la-pret-de-garsoniera-IDDMMB;Studio la pret de garsoniera;58000.0;1289.0;44.3799048;26.1690624;Popesti Leordeni, Ilfov;45.0;;centrală pe gaz;1;fără informații;în construcție;locuință nouă;fără informații;fără informații;agenție;balcon bucătărie  separată;2025;clădire de apartamente;72;1;147;1;29;1;75;1;1512;0;0;0;298;1;855;1;100;6;Excellent - Everything you need within walking distance
IDCAVH;https://www.storia.ro/ro/ofărăa/apartament-cu-3-camere-de-vanzare-libertaii-IDCAVH;Apartament cu 3 camere de vanzare Liberta?ii;83000.0;1221.0;46.7710931;24.700762;Reghin, Mures;68.0;;centrală pe gaz;3;fără informații;de renovat;locuință utilizată;drept de proprietate;2025-05-19;agenție;balcon;1992;clădire de apartamente;114;1;473;1;1848;0;20;1;694;1;229;1;352;1;0;0;70;6;Good - Well connected to amenities
IDD1Nf;https://www.storia.ro/ro/ofărăa/dezvoltator-garsonier-cu-grdin-26-mp-7-e-orizont-residence-IDD1Nf;DEZVOLTATOR | Garsonier? cu grădină 26 mp 7 E - Orizont Residence;66862.0;1677.0;45.66554190000001;25.6094527;Tractorul, Brasov, Brasov;39.86;;centrală pe gaz;parter;fără informații;în construcție;locuință nouă;drept de proprietate;fără informații;dezvoltator;balcon;2026;bloc;230;1;388;1;12;1;728;1;1096;1;286;1;138;1;516;1;100;8;Excellent - Everything you need within walking distance
IDDBL0;https://www.storia.ro/ro/ofărăa/exclusivitate-comision-0-apartament-3-camere-balcon-si-pivnita-IDDBL0;EXCLUSIVITATE - COMISION 0! Apartament 3 camere balcon si pivnita;89999.0;1800.0;45.7854784;24.1549042;Hipodrom II, Sibiu, Sibiu;50.0;;fără informații;4;fără informații;fără informații;locuință nouă;fără informații;fără informații;agenție;fără informații;1986;;281;1;531;1;289;1;280;1;123;1;517;1;92;1;657;1;97;8;Excellent - Everything you need within walking distance
IDDlDK;https://www.storia.ro/ro/ofărăa/apartament-4-camere-parter-complet-renovat-frumoasa-iai-IDDlDK;Apartament 4 camere, parter, complet renovat – Frumoasa, Ia?i;138000.0;1792.0;47.1584549;27.6014418;Iasi, Iasi;77.0;;centrală pe gaz;parter;fără informații;gata de utilizare;locuință utilizată;drept de proprietate;fără informații;privat;balcon grădină terasă beci bucătărie  separată;1987;bloc;110;1;367;1;64;1;486;1;504;1;323;1;139;1;0;1;100;8;Excellent - Everything you need within walking distance
IDBeNF;https://www.storia.ro/ro/ofărăa/apartament-modern-cu-2-camere-zona-piata-marasti-IDBeNF;Apartament modern, cu 2 camere, zona Piata Marasti!;175000.0;3500.0;46.78127;23.6126954;Marasti, Cluj-Napoca, Cluj;50.0;;fără informații;7;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;fără informații;;;496;1;408;1;91;1;170;1;226;1;339;1;248;1;268;1;100;8;Excellent - Everything you need within walking distance
IDCAVF;https://www.storia.ro/ro/ofărăa/apartament-decomandat-cu-3-camere-de-vanzare-IDCAVF;Apartament Decomandat cu 3 Camere de Vanzare;92500.0;925.0;47.6582312;23.5524831;Strada Victoriei, Sasar, Baia Mare, Maramures;100.0;;centralizată;0;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;balcon;2021;;258;1;285;1;39;1;19;1;28;1;329;1;157;1;189;1;100;8;Excellent - Everything you need within walking distance
IDD92l;https://www.storia.ro/ro/ofărăa/apartament-4-camere-colentina-maior-bacila-IDD92l;Apartament 4 camere Colentina Maior Bacila;123000.0;1447.0;44.4657655;26.1486472;Colentina, Sectorul 2, Bucuresti;85.0;;centrală pe gaz;parter;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;balcon;1987;clădire de apartamente;497;1;107;1;500;0;65;1;379;1;63;1;374;1;510;1;93;7;Excellent - Everything you need within walking distance
IDDBKZ;https://www.storia.ro/ro/ofărăa/test-IDDBKZ;test;123456.0;935.0;46.1572828;24.3471665;Medias, Sibiu;132.0;;fără informații;;fără informații;fără informații;locuință nouă;fără informații;fără informații;agenție;fără informații;;;430;1;487;1;372;1;357;1;603;1;179;1;436;1;221;1;97;8;Excellent - Everything you need within walking distance
